,State_Name,Crop_Year,Season,Crop,Area,Production
237236,West Bengal,2008,Whole Year ,Coconut ,3925.0,53300.0
73239,Himachal Pradesh,2008,Kharif     ,Rice,1214.0,1209.0
105153,Madhya Pradesh,2001,Rabi       ,Wheat,64554.0,109679.0
215058,Uttar Pradesh,2009,Rabi       ,Onion,65.0,1116.0
72004,Himachal Pradesh,2002,Whole Year ,Potato,8.0,80.0
207642,Uttar Pradesh,2013,Rabi       ,Wheat,52387.0,102460.0
229803,Uttar Pradesh,2004,Kharif     ,Rice,68909.0,34420.0
121611,Madhya Pradesh,2006,Kharif     ,Rice,303.0,134.0
185124,Tamil Nadu,2011,Whole Year ,Onion,1317.0,14469.0
217688,Uttar Pradesh,2011,Summer     ,Rice,8.0,21.0
215534,Uttar Pradesh,2009,Rabi       ,Onion,223.0,4080.0
228404,Uttar Pradesh,2004,Kharif     ,Rice,69819.0,112400.0
183983,Tamil Nadu,2003,Whole Year ,Cashewnut,10865.0,2285.0
227155,Uttar Pradesh,2011,Rabi       ,Onion,5.0,114.0
20713,Assam,2010,Rabi       ,Wheat,160.0,201.0
238981,West Bengal,2008,Rabi       ,Wheat,34860.0,98171.0
65200,Gujarat,2009,Whole Year ,Sugarcane,5600.0,404000.0
67277,Haryana,2006,Whole Year ,Onion,4.0,100.0
238915,West Bengal,2006,Whole Year ,Potato,16537.0,141185.0
10676,Arunachal Pradesh,2009,Kharif     ,Rice,500.0,615.33
233101,Uttarakhand,2001,Whole Year ,Onion,31.0,249.0
212925,Uttar Pradesh,2003,Rabi       ,Wheat,188283.0,445288.0
195275,Telangana ,2004,Whole Year ,Sugarcane,14737.0,1076877.0
21426,Assam,2013,Whole Year ,Potato,789.0,7619.0
234978,Uttarakhand,2012,Rabi       ,Potato,482.0,5985.0
4337,Andhra Pradesh,2004,Whole Year ,Cashewnut,337.0,72.0
16127,Assam,2001,Summer     ,Rice,47775.0,119692.0
191110,Tamil Nadu,2009,Whole Year ,Potato,3.0,55.0
162998,Punjab,2011,Kharif     ,Rice,257000.0,1094000.0
90087,Karnataka,2004,Whole Year ,Potato,1.0,6.0
53930,Chhattisgarh,2010,Kharif     ,Rice,29917.0,51571.0
96706,Karnataka,2014,Summer     ,Onion,15.0,74.0
137951,Manipur,2006,Kharif     ,Rice,15210.0,40820.0
74333,Jammu and Kashmir ,2004,Rabi       ,Wheat,10653.0,11595.0
181045,Tamil Nadu,2003,Whole Year ,Tomato,4.0,40.0
18408,Assam,2001,Whole Year ,Potato,1650.0,11740.0
209773,Uttar Pradesh,2006,Kharif     ,Rice,14986.0,34108.0
177393,Sikkim,2006,Kharif     ,Rice,2300.0,3750.0
153715,Odisha,2002,Whole Year ,Onion,360.0,2340.0
17823,Assam,2001,Winter     ,Rice,44000.0,74285.0
144179,Nagaland,2002,Rabi       ,Wheat,800.0,1860.0
80823,Karnataka,2013,Summer     ,Potato,4.0,56.0
147733,Odisha,2011,Summer     ,Wheat,77.0,109.2
178023,Tamil Nadu,2003,Whole Year ,Coconut ,99381.0,690200.0
158899,Odisha,2013,Autumn     ,Rice,7000.0,7000.0
162651,Punjab,2005,Whole Year ,Sugarcane,11000.0,676000.0
176887,Rajasthan,2008,Whole Year ,Sugarcane,579.0,40597.0
23462,Assam,2006,Whole Year ,Sugarcane,670.0,24158.0
110597,Madhya Pradesh,2013,Kharif     ,Rice,859.0,1257.0
168444,Rajasthan,2009,Whole Year ,Sugarcane,989.0,54064.0
90931,Karnataka,2010,Kharif     ,Rice,35291.0,89155.0
244478,West Bengal,2003,Autumn     ,Rice,40170.0,84157.0
159680,Odisha,2005,Winter     ,Sugarcane,78.0,4752.0
216659,Uttar Pradesh,2014,Rabi       ,Wheat,76686.0,108049.0
237709,West Bengal,2006,Autumn     ,Rice,20337.0,53240.0
238877,West Bengal,2005,Rabi       ,Wheat,30128.0,75649.0
157465,Odisha,2007,Winter     ,Rice,94000.0,172000.0
70167,Haryana,2008,Kharif     ,Rice,2066.0,5000.0
155680,Odisha,2010,Summer     ,Rice,20000.0,41000.0
107678,Madhya Pradesh,2007,Whole Year ,Potato,188.0,2671.0
9077,Andhra Pradesh,2011,Rabi       ,Onion,233.0,5965.0
181677,Tamil Nadu,2003,Whole Year ,Potato,113.0,1749.0
211154,Uttar Pradesh,2001,Whole Year ,Sugarcane,4394.0,283376.0
82123,Karnataka,2009,Kharif     ,Rice,27.0,76.95
208830,Uttar Pradesh,2005,Kharif     ,Rice,41868.0,107936.0
13582,Assam,2005,Whole Year ,Potato,2052.0,13244.0
21765,Assam,2008,Summer     ,Rice,5768.0,9817.0
18561,Assam,2006,Rabi       ,Wheat,1550.0,1989.0
10071,Arunachal Pradesh,2009,Whole Year ,Sugarcane,545.0,7090.0
5866,Andhra Pradesh,2004,Whole Year ,Cashewnut,689.0,147.0
150169,Odisha,2004,Autumn     ,Rice,23000.0,14000.0
178955,Tamil Nadu,2002,Kharif     ,Rice,30152.0,77596.0
19127,Assam,2006,Winter     ,Rice,39000.0,76523.0
8036,Andhra Pradesh,2004,Whole Year ,Cashewnut,32611.0,6204.0
212912,Uttar Pradesh,2003,Kharif     ,Rice,150889.0,305263.0
161070,Puducherry,2013,Kharif     ,Rice,2954.0,10478.0
155524,Odisha,2004,Autumn     ,Rice,26000.0,24000.0
205037,Uttar Pradesh,2001,Whole Year ,Sugarcane,34029.0,1739290.0
10800,Arunachal Pradesh,2004,Rabi       ,Wheat,355.0,603.0
47469,Chhattisgarh,2001,Whole Year ,Sugarcane,95.0,293.0
181851,Tamil Nadu,2009,Kharif     ,Rice,16490.0,64976.0
128846,Maharashtra,2001,Kharif     ,Rice,142100.0,163800.0
149687,Odisha,2003,Whole Year ,Potato,1012.0,12665.2
160183,Odisha,2006,Winter     ,Potato,579.0,4155.5
23044,Assam,2011,Whole Year ,Onion,226.0,640.0
187244,Tamil Nadu,2013,Whole Year ,Coconut ,971.0,7500000.0
2478,Andhra Pradesh,2013,Rabi       ,Rice,169523.0,777602.0
184940,Tamil Nadu,2005,Whole Year ,Cashewnut,25.0,9.0
121172,Madhya Pradesh,2008,Whole Year ,Potato,592.0,4393.0
112799,Madhya Pradesh,2005,Whole Year ,Onion,474.0,7485.0
149387,Odisha,2010,Winter     ,Sugarcane,9.0,736.6
143041,Nagaland,2004,Rabi       ,Rice,670.0,1350.0
187394,Tamil Nadu,2003,Whole Year ,Sugarcane,1765.0,179462.0
94366,Karnataka,2007,Rabi       ,Onion,20.0,168.0
168328,Rajasthan,2006,Kharif     ,Rice,608.0,958.0
101231,Kerala,2004,Winter     ,Rice,1803.0,4233.0
78766,Karnataka,2005,Kharif     ,Rice,66671.0,145500.0
139702,Meghalaya,2004,Whole Year ,Sugarcane,7.0,5.0
241730,West Bengal,2014,Winter     ,Rice,190221.0,580845.0
43852,Bihar,2001,Rabi       ,Wheat,70696.0,152426.0
53565,Chhattisgarh,2011,Rabi       ,Potato,131.0,956.0
3001,Andhra Pradesh,2009,Whole Year ,Sugarcane,409.0,41203.0
107982,Madhya Pradesh,2002,Rabi       ,Wheat,66389.0,122072.0
175518,Rajasthan,2005,Whole Year ,Sugarcane,23.0,1401.0
87510,Karnataka,2003,Whole Year ,Onion,12183.0,25249.0
234719,Uttarakhand,2002,Kharif     ,Rice,23911.0,29266.0
204181,Uttar Pradesh,2007,Kharif     ,Rice,195339.0,294767.0
92995,Karnataka,2012,Kharif     ,Rice,47709.0,148389.0
13611,Assam,2006,Whole Year ,Coconut ,534.0,3715000.0
12317,Arunachal Pradesh,2008,Whole Year ,Potato,332.0,2100.0
245753,West Bengal,2005,Rabi       ,Wheat,3247.0,7101.0
183304,Tamil Nadu,2013,Rabi       ,Onion,1276.0,13502.0
215022,Uttar Pradesh,2008,Kharif     ,Sugarcane,1998.0,46056.0
110859,Madhya Pradesh,2004,Whole Year ,Onion,463.0,8070.0
98153,Kerala,2007,Whole Year ,Coconut ,43976.0,301000000.0
79815,Karnataka,2007,Rabi       ,Rice,367.0,1414.0
148193,Odisha,2014,Summer     ,Wheat,5.0,6.4
230566,Uttar Pradesh,2013,Rabi       ,Wheat,104250.0,256247.0
220962,Uttar Pradesh,2005,Rabi       ,Potato,234.0,5249.0
240271,West Bengal,2013,Rabi       ,Wheat,1995.0,2845.0
97021,Karnataka,2011,Whole Year ,Coconut ,17512.0,171739.0
35491,Bihar,2001,Autumn     ,Rice,29093.0,41233.0
209987,Uttar Pradesh,2013,Kharif     ,Sugarcane,8172.0,504343.0
243591,West Bengal,2011,Winter     ,Rice,259876.0,547586.0
19217,Assam,2009,Whole Year ,Sugarcane,210.0,8211.0
172061,Rajasthan,2007,Rabi       ,Wheat,57376.0,164458.0
217433,Uttar Pradesh,2009,Rabi       ,Wheat,100134.0,295050.0
190683,Tamil Nadu,2012,Whole Year ,Sugarcane,79437.0,8704838.0
36408,Bihar,2001,Whole Year ,Potato,4585.0,100372.0
79635,Karnataka,2003,Whole Year ,Tomato,383.0,4963.0
36240,Bihar,2014,Winter     ,Rice,52568.0,117196.0
12560,Assam,2010,Rabi       ,Wheat,868.0,1276.0
163617,Punjab,2004,Whole Year ,Sugarcane,7000.0,380000.0
96973,Karnataka,2009,Whole Year ,Coconut ,16224.0,130132.0
226674,Uttar Pradesh,2013,Kharif     ,Sugarcane,136450.0,8432610.0
113172,Madhya Pradesh,2001,Whole Year ,Onion,3104.0,65740.0
46106,Chhattisgarh,2014,Rabi       ,Wheat,3532.0,4382.0
155515,Odisha,2003,Whole Year ,Potato,281.0,2749.3
152626,Odisha,2013,Summer     ,Wheat,13.0,17.1
111892,Madhya Pradesh,2007,Whole Year ,Sugarcane,1164.0,29180.0
76388,Jharkhand,2007,Rabi       ,Wheat,1937.39,2019.0
72924,Himachal Pradesh,2005,Rabi       ,Onion,103.0,602.0
6131,Andhra Pradesh,2011,Rabi       ,Rice,79396.0,292098.0
233959,Uttarakhand,2003,Summer     ,Rice,117.0,437.0
197019,Tripura,2008,Kharif     ,Rice,26005.0,59338.0
211520,Uttar Pradesh,2002,Rabi       ,Onion,10.0,103.0
108037,Madhya Pradesh,2003,Whole Year ,Onion,1621.0,19949.0
187083,Tamil Nadu,2005,Whole Year ,Coconut ,1484.0,66.0
20380,Assam,2011,Autumn     ,Rice,13835.0,18773.0
223597,Uttar Pradesh,2002,Whole Year ,Sugarcane,74269.0,3888428.0
173095,Rajasthan,2006,Whole Year ,Onion,48.0,86.0
87596,Karnataka,2005,Summer     ,Rice,1087.0,4402.0
49607,Chhattisgarh,2014,Whole Year ,Sugarcane,258.0,1312.0
179186,Tamil Nadu,2008,Kharif     ,Rice,20368.0,77727.0
158797,Odisha,2008,Winter     ,Rice,52000.0,86000.0
157477,Odisha,2008,Summer     ,Wheat,8.0,6.6
218424,Uttar Pradesh,2002,Kharif     ,Rice,172651.0,363489.0
153973,Odisha,2014,Winter     ,Rice,36000.0,73000.0
197911,Tripura,2014,Kharif     ,Rice,42639.0,128021.0
149774,Odisha,2006,Winter     ,Sugarcane,2365.0,131016.3
233231,Uttarakhand,2006,Kharif     ,Rice,12091.0,24734.0
17073,Assam,2013,Whole Year ,Potato,1217.0,8699.0
51795,Chhattisgarh,2010,Rabi       ,Wheat,832.0,1428.0
211707,Uttar Pradesh,2011,Kharif     ,Rice,29971.0,81731.0
88405,Karnataka,2005,Rabi       ,Onion,1898.0,28433.0
106710,Madhya Pradesh,2008,Rabi       ,Wheat,82751.0,175192.0
129246,Maharashtra,2010,Kharif     ,Sugarcane,400.0,21600.0
220755,Uttar Pradesh,2014,Rabi       ,Potato,2296.0,38933.0
152153,Odisha,2009,Winter     ,Rice,80000.0,159000.0
226578,Uttar Pradesh,2009,Rabi       ,Wheat,112619.0,343713.0
151053,Odisha,2001,Whole Year ,Onion,280.0,2880.0
182760,Tamil Nadu,2011,Whole Year ,Cashewnut,1856.0,488.0
11201,Arunachal Pradesh,2012,Whole Year ,Potato,333.0,3159.0
14824,Assam,2014,Whole Year ,Onion,199.0,629.0
218677,Uttar Pradesh,2010,Rabi       ,Wheat,191001.0,652077.0
217951,Uttar Pradesh,2003,Whole Year ,Sugarcane,2352.0,106511.0
175486,Rajasthan,2004,Rabi       ,Wheat,86650.0,266724.0
131061,Maharashtra,2001,Whole Year ,Sugarcane,36100.0,2107300.0
140416,Meghalaya,2006,Winter     ,Rice,9242.0,24926.0
172067,Rajasthan,2007,Whole Year ,Sugarcane,25.0,1428.0
101513,Kerala,2004,Winter     ,Rice,2573.0,5930.0
119964,Madhya Pradesh,2001,Whole Year ,Sugarcane,1136.0,49270.0
19510,Assam,2001,Whole Year ,Sugarcane,420.0,14428.0
68804,Haryana,2010,Kharif     ,Rice,119783.0,383000.0
114442,Madhya Pradesh,2008,Kharif     ,Rice,114760.0,75229.0
199150,Uttar Pradesh,2012,Rabi       ,Potato,25177.0,689472.0
24188,Assam,2010,Whole Year ,Sugarcane,6950.0,246982.0
111560,Madhya Pradesh,2012,Whole Year ,Onion,2770.0,43892.0
207209,Uttar Pradesh,2013,Summer     ,Onion,41.0,668.0
29514,Bihar,2002,Autumn     ,Rice,1162.0,1330.0
184017,Tamil Nadu,2004,Kharif     ,Rice,94032.0,277277.0
239139,West Bengal,2014,Autumn     ,Rice,2585.0,6721.0
26583,Assam,2012,Whole Year ,Coconut ,72.0,309.0
245232,West Bengal,2008,Autumn     ,Rice,56861.0,132676.0
205563,Uttar Pradesh,2004,Rabi       ,Potato,874.0,22934.0
12561,Assam,2010,Summer     ,Rice,6000.0,13150.0
35420,Bihar,2014,Rabi       ,Wheat,14080.0,16658.0
47626,Chhattisgarh,2005,Whole Year ,Onion,47.0,295.0
163217,Punjab,2014,Rabi       ,Wheat,166000.0,742000.0
233615,Uttarakhand,2004,Whole Year ,Onion,2.0,24.0
56796,Dadra and Nagar Haveli,2003,Winter     ,Wheat,750.0,1470.0
142844,Mizoram,2006,Kharif     ,Rice,4567.0,1325.0
234628,Uttarakhand,2013,Rabi       ,Wheat,22431.0,30675.0
194173,Telangana ,2007,Rabi       ,Rice,35000.0,118000.0
139839,Meghalaya,2012,Rabi       ,Rice,48.0,103.0
121586,Madhya Pradesh,2005,Kharif     ,Rice,326.0,173.0
152191,Odisha,2012,Summer     ,Rice,210000.0,2000.0
182593,Tamil Nadu,2002,Whole Year ,Sugarcane,3288.0,301970.0
216812,Uttar Pradesh,2006,Rabi       ,Wheat,112329.0,386438.0
109473,Madhya Pradesh,2003,Whole Year ,Sugarcane,366.0,8610.0
110131,Madhya Pradesh,2013,Whole Year ,Potato,902.0,10986.0
203612,Uttar Pradesh,2004,Kharif     ,Rice,64353.0,75917.0
9673,Andhra Pradesh,2010,Whole Year ,Cashewnut,23379.0,5700.0
231850,Uttarakhand,2011,Whole Year ,Onion,396.0,1820.0
146291,Nagaland,2011,Kharif     ,Sugarcane,520.0,22650.0
207061,Uttar Pradesh,2008,Kharif     ,Rice,116198.0,310365.0
214678,Uttar Pradesh,2012,Kharif     ,Sugarcane,530.0,32012.0
194715,Telangana ,2005,Whole Year ,Coconut ,36.0,304570.0
36019,Bihar,2006,Winter     ,Rice,59682.0,67092.0
99698,Kerala,2006,Winter     ,Rice,3879.0,8672.0
171921,Rajasthan,2003,Kharif     ,Rice,457.0,755.0
204637,Uttar Pradesh,2004,Whole Year ,Onion,220.0,2432.0
234484,Uttarakhand,2007,Whole Year ,Onion,480.0,1920.0
87987,Karnataka,2014,Kharif     ,Rice,1044.0,2594.0
234593,Uttarakhand,2012,Kharif     ,Rice,15526.0,18211.0
122582,Madhya Pradesh,2010,Whole Year ,Onion,699.0,7850.0
83192,Karnataka,2014,Whole Year ,Coconut ,9122.0,81403.0
149488,Odisha,2015,Winter     ,Sugarcane,4.0,228.8
73391,Himachal Pradesh,2002,Whole Year ,Sugarcane,1609.0,1027.0
142861,Mizoram,2008,Whole Year ,Sugarcane,14.0,308.0
139719,Meghalaya,2005,Whole Year ,Potato,282.0,2091.0
228874,Uttar Pradesh,2005,Rabi       ,Potato,2359.0,52917.0
121661,Madhya Pradesh,2008,Kharif     ,Rice,190.0,84.0
236657,West Bengal,2003,Whole Year ,Potato,6366.0,144202.0
76570,Jharkhand,2007,Autumn     ,Rice,6123.91,4348.0
88688,Karnataka,2011,Kharif     ,Onion,734.0,3623.0
92,Andaman and Nicobar Islands,2001,Kharif     ,Rice,9718.0,27033.0
25126,Assam,2003,Summer     ,Rice,252.0,452.0
9919,Arunachal Pradesh,2013,Rabi       ,Wheat,13.0,20.0
241705,West Bengal,2013,Summer     ,Rice,84241.0,248238.0
165451,Rajasthan,2002,Whole Year ,Potato,5.0,7.0
23399,Assam,2004,Whole Year ,Potato,640.0,3530.0
101647,Kerala,2014,Summer     ,Rice,66.0,174.0
196821,Telangana ,2013,Rabi       ,Rice,95542.0,299046.0
123960,Madhya Pradesh,2002,Kharif     ,Rice,8.0,2.0
52228,Chhattisgarh,2003,Whole Year ,Potato,160.0,686.0
55785,Chhattisgarh,2013,Rabi       ,Wheat,12830.0,14471.0
99985,Kerala,2006,Autumn     ,Rice,4149.0,10767.0
228851,Uttar Pradesh,2004,Kharif     ,Rice,169257.0,149191.0
157550,Odisha,2011,Winter     ,Rice,85000.0,54000.0
185182,Tamil Nadu,2013,Whole Year ,Sugarcane,12652.0,1215553.0
185421,Tamil Nadu,2005,Whole Year ,Sugarcane,3995.0,381890.0
162835,Punjab,2011,Whole Year ,Sugarcane,3.0,221000.0
205521,Uttar Pradesh,2002,Whole Year ,Sugarcane,218507.0,13730980.0
244763,West Bengal,2011,Rabi       ,Potato,11052.0,291666.0
128767,Maharashtra,2014,Rabi       ,Wheat,36000.0,65700.0
81308,Karnataka,2007,Rabi       ,Onion,394.0,5448.0
241640,West Bengal,2010,Rabi       ,Wheat,343.0,911.0
94584,Karnataka,2012,Whole Year ,Sugarcane,382.0,31935.0
128115,Maharashtra,2001,Kharif     ,Rice,152700.0,220500.0
50396,Chhattisgarh,2001,Whole Year ,Sugarcane,35.0,90.0
228371,Uttar Pradesh,2002,Summer     ,Onion,64.0,715.0
140988,Meghalaya,2014,Whole Year ,Sugarcane,10.0,37.0
199586,Uttar Pradesh,2011,Kharif     ,Rice,155232.0,397083.0
211368,Uttar Pradesh,2013,Kharif     ,Sugarcane,1888.0,133442.0
13682,Assam,2008,Whole Year ,Potato,2302.0,14971.0
156687,Odisha,2015,Autumn     ,Rice,37000.0,33000.0
128349,Maharashtra,2014,Rabi       ,Wheat,24200.0,17800.0
124616,Madhya Pradesh,2009,Whole Year ,Wheat,26237.0,20476.0
201949,Uttar Pradesh,2012,Kharif     ,Sugarcane,73561.0,5404085.0
224947,Uttar Pradesh,2001,Whole Year ,Potato,6738.0,105362.0
139199,Meghalaya,2001,Whole Year ,Potato,120.0,932.0
193471,Telangana ,2007,Kharif     ,Onion,2000.0,40000.0
12333,Arunachal Pradesh,2010,Rabi       ,Wheat,77.0,97.0
74098,Jammu and Kashmir ,2003,Kharif     ,Rice,24617.0,43876.0
79595,Karnataka,2003,Kharif     ,Rice,49995.0,190076.0
157619,Odisha,2015,Winter     ,Rice,90000.0,77000.0
88490,Karnataka,2007,Kharif     ,Rice,52131.0,141389.0
60746,Gujarat,2010,Whole Year ,Sugarcane,8800.0,679000.0
188869,Tamil Nadu,2002,Kharif     ,Rice,43872.0,115453.0
165612,Rajasthan,2007,Whole Year ,Onion,114.0,107.0
110921,Madhya Pradesh,2006,Whole Year ,Onion,537.0,10704.0
223830,Uttar Pradesh,2011,Kharif     ,Sugarcane,69975.0,3925598.0
214658,Uttar Pradesh,2011,Rabi       ,Potato,43577.0,972421.0
53365,Chhattisgarh,2005,Whole Year ,Potato,167.0,849.0
187548,Tamil Nadu,2013,Whole Year ,Coconut ,4787.0,68500000.0
227579,Uttar Pradesh,2012,Kharif     ,Sugarcane,1003.0,54407.0
18437,Assam,2002,Whole Year ,Coconut ,566.0,8169000.0
15190,Assam,2008,Whole Year ,Potato,5257.0,27741.0
210730,Uttar Pradesh,2003,Rabi       ,Onion,219.0,3143.0
240631,West Bengal,2009,Winter     ,Rice,149940.0,360599.0
212174,Uttar Pradesh,2011,Summer     ,Onion,446.0,7301.0
26412,Assam,2007,Whole Year ,Sugarcane,282.0,10737.0
239040,West Bengal,2010,Rabi       ,Potato,18044.0,506707.0
222922,Uttar Pradesh,2013,Kharif     ,Sugarcane,135532.0,9643373.0
13864,Assam,2013,Whole Year ,Onion,288.0,684.0
183314,Tamil Nadu,2013,Whole Year ,Cashewnut,4.0,1.0
77596,Karnataka,2014,Whole Year ,Sugarcane,93679.0,10234431.0
12605,Assam,2011,Summer     ,Rice,2500.0,5595.0
23961,Assam,2003,Whole Year ,Sugarcane,8044.0,290766.0
229290,Uttar Pradesh,2004,Rabi       ,Potato,3880.0,74083.0
100465,Kerala,2001,Whole Year ,Sugarcane,7.0,710.0
242880,West Bengal,2001,Whole Year ,Potato,2497.0,44542.0
223235,Uttar Pradesh,2007,Kharif     ,Rice,78848.0,111806.0
4577,Andhra Pradesh,2012,Kharif     ,Sugarcane,15585.0,1373963.0
236714,West Bengal,2006,Autumn     ,Rice,17719.0,46279.0
113373,Madhya Pradesh,2006,Whole Year ,Sugarcane,155.0,6500.0
6785,Andhra Pradesh,2009,Whole Year ,Coconut ,800.0,9033552.0
160078,Odisha,2003,Kharif     ,Rice,242000.0,249000.0
208366,Uttar Pradesh,2005,Rabi       ,Potato,10234.0,202132.0
3222,Andhra Pradesh,2014,Rabi       ,Rice,29695.0,111742.0
216003,Uttar Pradesh,2009,Kharif     ,Rice,1823.0,3167.0
79902,Karnataka,2009,Kharif     ,Rice,80447.0,248380.11
6312,Andhra Pradesh,2014,Rabi       ,Onion,48.0,848.0
162262,Punjab,2004,Whole Year ,Sugarcane,20000.0,1310000.0
15672,Assam,2005,Whole Year ,Sugarcane,93.0,3459.0
35079,Bihar,2002,Whole Year ,Potato,3087.0,25922.0
100639,Kerala,2011,Whole Year ,Coconut ,109229.36,946781000.0
209361,Uttar Pradesh,2008,Kharif     ,Rice,104233.0,247762.0
185892,Tamil Nadu,2007,Whole Year ,Sugarcane,15507.0,1675345.0
178229,Tamil Nadu,2009,Whole Year ,Onion,858.0,12535.0
57139,Goa,2013,Whole Year ,Coconut ,14371.0,717.0
11266,Arunachal Pradesh,2001,Kharif     ,Rice,7940.0,8270.0
169677,Rajasthan,2002,Whole Year ,Potato,2.0,10.0
171088,Rajasthan,2010,Whole Year ,Sugarcane,37.0,2480.0
63798,Gujarat,2005,Rabi       ,Wheat,84000.0,224300.0
219560,Uttar Pradesh,2006,Rabi       ,Wheat,96659.0,180269.0
148528,Odisha,2009,Autumn     ,Rice,58000.0,65000.0
122864,Madhya Pradesh,2003,Whole Year ,Potato,1654.0,16505.0
240278,West Bengal,2013,Winter     ,Rice,27005.0,62125.0
169295,Rajasthan,2002,Whole Year ,Sugarcane,115.0,4288.0
176335,Rajasthan,2005,Whole Year ,Onion,39.0,157.0
49464,Chhattisgarh,2010,Rabi       ,Wheat,26321.0,26725.0
61528,Gujarat,2011,Rabi       ,Wheat,76000.0,220600.0
34441,Bihar,2001,Kharif     ,Rice,1001.0,1670.0
52793,Chhattisgarh,2004,Kharif     ,Rice,69968.0,75066.0
219017,Uttar Pradesh,2004,Whole Year ,Onion,71.0,825.0
4436,Andhra Pradesh,2008,Kharif     ,Rice,273878.0,959395.0
92881,Karnataka,2009,Whole Year ,Cashewnut,3.0,2.0
68927,Haryana,2001,Rabi       ,Wheat,41058.0,153000.0
24270,Assam,2012,Winter     ,Rice,131456.0,246466.0
200437,Uttar Pradesh,2004,Kharif     ,Rice,26017.0,59524.0
100316,Kerala,2009,Winter     ,Rice,2494.0,2850.0
18975,Assam,2001,Whole Year ,Potato,1000.0,4569.0
214490,Uttar Pradesh,2005,Kharif     ,Rice,7755.0,16045.0
232754,Uttarakhand,2004,Whole Year ,Potato,742.0,8904.0
215597,Uttar Pradesh,2011,Rabi       ,Wheat,205686.0,654758.0
153845,Odisha,2007,Winter     ,Rice,40000.0,58000.0
123676,Madhya Pradesh,2008,Whole Year ,Sugarcane,122.0,5890.0
119568,Madhya Pradesh,2004,Whole Year ,Sugarcane,123.0,3370.0
179723,Tamil Nadu,2006,Whole Year ,Onion,3339.0,27049.0
29626,Bihar,2004,Whole Year ,Potato,1876.0,14154.0
30247,Bihar,2007,Rabi       ,Wheat,76141.0,250751.0
41189,Bihar,2005,Whole Year ,Potato,2694.0,42649.0
226563,Uttar Pradesh,2009,Kharif     ,Rice,51884.0,118140.0
23915,Assam,2002,Rabi       ,Wheat,5536.0,5120.0
176640,Rajasthan,2001,Whole Year ,Sugarcane,366.0,17742.0
98262,Kerala,2014,Whole Year ,Coconut ,35161.0,218000000.0
100060,Kerala,2011,Whole Year ,Coconut ,28208.84,149436000.0
85513,Karnataka,2013,Kharif     ,Rice,31646.0,87004.0
162250,Punjab,2003,Rabi       ,Wheat,219000.0,952000.0
40504,Bihar,2001,Summer     ,Rice,21846.0,38924.0
39954,Bihar,2001,Whole Year ,Potato,6864.0,81920.0
213151,Uttar Pradesh,2011,Rabi       ,Potato,4474.0,69521.0
39553,Bihar,2004,Rabi       ,Wheat,59857.0,111277.0
56403,Chhattisgarh,2007,Rabi       ,Potato,5525.0,21594.0
79204,Karnataka,2013,Kharif     ,Onion,6722.0,39267.0
212613,Uttar Pradesh,2009,Summer     ,Onion,488.0,7502.0
237203,West Bengal,2007,Rabi       ,Wheat,2357.0,4749.0
206673,Uttar Pradesh,2010,Rabi       ,Potato,7217.0,140082.0
209252,Uttar Pradesh,2003,Rabi       ,Wheat,79203.0,208895.0
74601,Jammu and Kashmir ,2014,Kharif     ,Potato,56.0,523.8
33481,Bihar,2002,Whole Year ,Potato,990.0,15008.0
200202,Uttar Pradesh,2012,Kharif     ,Sugarcane,1506.0,93814.0
78563,Karnataka,2001,Kharif     ,Rice,63662.0,56350.0
215404,Uttar Pradesh,2004,Whole Year ,Onion,826.0,9821.0
212226,Uttar Pradesh,2013,Rabi       ,Potato,8327.0,155757.0
180329,Tamil Nadu,2007,Whole Year ,Coconut ,19447.0,2784.0
245220,West Bengal,2007,Summer     ,Rice,104250.0,357209.0
221646,Uttar Pradesh,2013,Summer     ,Onion,471.0,5709.0
40511,Bihar,2001,Whole Year ,Sugarcane,274.0,12694.0
206609,Uttar Pradesh,2008,Kharif     ,Sugarcane,53228.0,2988007.0
245156,West Bengal,2005,Whole Year ,Potato,5495.0,147513.0
144347,Nagaland,2009,Kharif     ,Rice,15710.0,21450.0
77537,Karnataka,2013,Rabi       ,Onion,972.0,9730.0
105271,Madhya Pradesh,2005,Whole Year ,Sugarcane,243.0,5560.0
60051,Gujarat,2012,Kharif     ,Rice,3500.0,8100.0
172490,Rajasthan,2010,Whole Year ,Onion,3433.0,68660.0
17816,Assam,2001,Whole Year ,Onion,300.0,594.0
93015,Karnataka,2012,Summer     ,Potato,104.0,2268.0
127733,Maharashtra,2001,Kharif     ,Rice,200.0,200.0
201632,Uttar Pradesh,2014,Rabi       ,Wheat,243897.0,516574.0
148863,Odisha,2005,Summer     ,Wheat,40.0,41.9
66184,Haryana,2010,Whole Year ,Sugarcane,1047.0,9000.0
111335,Madhya Pradesh,2003,Whole Year ,Tomato,505.0,0.0
49830,Chhattisgarh,2001,Whole Year ,Onion,80.0,813.0
228392,Uttar Pradesh,2003,Rabi       ,Wheat,59693.0,162825.0
163356,Punjab,2013,Kharif     ,Rice,176000.0,815000.0
233771,Uttarakhand,2011,Whole Year ,Onion,2.0,13.0
78584,Karnataka,2001,Whole Year ,Coconut ,200.0,861.0
125400,Maharashtra,2003,Whole Year ,Onion,30003.0,296694.0
101541,Kerala,2007,Autumn     ,Rice,1309.0,3243.0
